Graph,Component,Freq,Freq_Host,Layer,Metric,Time,Power,Time_sum,Time_Percentage
google,G,0,4,5,task,39.7046,3546.7281310541307,592.3485,6.702912221437211
google,G,0,4,6,task,41.278,3552.017094017095,592.3485,6.968532882247529
google,G,0,4,7,task,46.1441,3611.2174193548376,592.3485,7.79002563524682
google,G,0,4,8,task,66.2811,3600.777642706131,592.3485,11.189544668383562
google,G,0,4,9,task,23.3662,3612.014166666667,592.3485,3.9446710846739714
google,G,0,4,10,task,33.2793,3670.910763692828,592.3485,5.618196045064687
google,G,0,5,0,in,16.0619,4139.118636363635,589.2499,2.7258214214376615
google,G,0,5,0,task,74.3188,3675.992049319728,589.2499,12.612441682213266
google,G,0,5,1,task,78.2191,3578.57613122172,589.2499,13.274351001162662
google,G,0,5,2,task,41.1846,3675.643650793651,589.2499,6.989326599800866
google,G,0,5,3,task,95.9687,3612.877221742192,589.2499,16.286587405445466
google,G,0,5,4,task,33.5758,3605.259072087332,589.2499,5.6980578189321704
google,G,0,5,5,task,39.744,3588.789715099713,589.2499,6.7448462867791745
google,G,0,5,6,task,41.2332,3581.269037444035,589.2499,6.99757437379285
google,G,0,5,7,task,46.1228,3656.7632332221,589.2499,7.827375108591447
google,G,0,5,8,task,66.2315,3633.845401691331,589.2499,11.239967966053111
google,G,0,5,9,task,23.3154,3672.4742857142874,589.2499,3.9567932043772935
google,G,0,5,10,task,33.2741,3721.015170336909,589.2499,5.646857131414023
google,G,0,6,0,in,14.1853,4435.594141414141,586.8023000000001,2.4173899795552947
google,G,0,6,0,task,74.2775,3739.450085034014,586.8023000000001,12.658011054148902
google,G,0,6,1,task,78.1738,3621.8176621417806,586.8023000000001,13.321999589981157
google,G,0,6,2,task,41.13,3729.826007326007,586.8023000000001,7.009174981079658
google,G,0,6,3,task,95.8801,3667.1512744815664,586.8023000000001,16.339421300836754
google,G,0,6,4,task,33.5215,3662.5970167513633,586.8023000000001,5.71257133791057
google,G,0,6,5,task,39.6466,3649.2010427350415,586.8023000000001,6.756381152561944
google,G,0,6,6,task,41.2001,3639.439133089132,586.8023000000001,7.02112108285874
google,G,0,6,7,task,46.0893,3713.326273637377,586.8023000000001,7.854314817784457
google,G,0,6,8,task,66.1612,3693.118793415885,586.8023000000001,11.27487059951878
google,G,0,6,9,task,23.2981,3738.359166666668,586.8023000000001,3.970349127806758
google,G,0,6,10,task,33.2388,3784.614266892525,586.8023000000001,5.664394975956978
google,G,0,7,0,in,12.7343,4907.6402777777785,584.9751,2.1768960764312872
google,G,0,7,0,task,74.1557,3836.755484693877,584.9751,12.676727607722105
google,G,0,7,1,task,78.178,3711.50003770739,584.9751,13.364329524453264
google,G,0,7,2,task,41.1117,3832.5350732600737,584.9751,7.027940163606964
google,G,0,7,3,task,95.832,3746.364180107528,584.9751,16.382235756701437
google,G,0,7,4,task,33.4161,3760.4429041972526,584.9751,5.712396989205182
google,G,0,7,5,task,39.6769,3746.069173789172,584.9751,6.782664766414845
google,G,0,7,6,task,41.2046,3729.112128612128,584.9751,7.043821181448577
google,G,0,7,7,task,46.063,3797.017923618834,584.9751,7.8743522587542625
google,G,0,7,8,task,66.0823,3786.851263465216,584.9751,11.296600487781447
google,G,0,7,9,task,23.3565,3843.5142261904753,584.9751,3.9927340497057053
google,G,0,7,10,task,33.164,3875.7134952004535,584.9751,5.669301137774925
google,G,1,0,0,in,54.542,3267.936013118383,457.17650000000003,11.930184512983496
google,G,1,0,0,task,51.3548,3797.0921568627455,457.17650000000003,11.233035818770212
google,G,1,0,1,task,53.6136,3694.2578571428576,457.17650000000003,11.72711195785435
google,G,1,0,2,task,29.0115,3756.36687552214,457.17650000000003,6.345798613883259
google,G,1,0,3,task,65.8216,3742.131497030103,457.17650000000003,14.397415440207448
google,G,1,0,4,task,24.1416,3663.3980392156864,457.17650000000003,5.280586381845961
google,G,1,0,5,task,28.3187,3649.583187134503,457.17650000000003,6.194259766195332
google,G,1,0,6,task,29.2519,3644.1522890559736,457.17650000000003,6.398382244056726
google,G,1,0,7,task,32.777,3737.299846602673,457.17650000000003,7.169441123942284
google,G,1,0,8,task,46.517,3749.237148915463,457.17650000000003,10.174844945004828
google,G,1,0,9,task,17.5721,3711.251118881117,457.17650000000003,3.8436140090315223
google,G,1,0,10,task,24.2547,3786.309814241486,457.17650000000003,5.305325186224576
google,G,1,1,0,in,37.1857,3379.987091973244,434.3269,8.561684758646079
google,G,1,1,0,task,50.9808,3813.412388591801,434.3269,11.737886831324516
google,G,1,1,1,task,53.3894,3694.17176003735,434.3269,12.292446081511414
google,G,1,1,2,task,28.5948,3773.958450292397,434.3269,6.583704578279631
google,G,1,1,3,task,65.3402,3752.565055874357,434.3269,15.044014082480267
google,G,1,1,4,task,23.7328,3675.097769607844,434.3269,5.464271266642706
google,G,1,1,5,task,27.7909,3674.9163381492954,434.3269,6.3986135788504
google,G,1,1,6,task,28.906,3658.394210526316,434.3269,6.655355677946726
google,G,1,1,7,task,32.0238,3776.354870129871,434.3269,7.373202074290125
google,G,1,1,8,task,45.9405,3771.443920096405,434.3269,10.577401491825626
google,G,1,1,9,task,16.8056,3747.177575757576,434.3269,3.8693435750813494
google,G,1,1,10,task,23.6364,3828.103668300653,434.3269,5.442076003121151
google,G,1,2,0,in,27.498,3520.190918472652,421.73,6.52028549071681
google,G,1,2,0,task,50.7801,3836.5968805704088,421.73,12.040902947383396
google,G,1,2,1,task,53.1585,3710.862390289448,421.73,12.604865672349606
google,G,1,2,2,task,28.2829,3801.2653801169567,421.73,6.7063998292746545
google,G,1,2,3,task,64.9255,3773.651213127957,421.73,15.39503948023617
google,G,1,2,4,task,23.3835,3698.72,421.73,5.544661276171958
google,G,1,2,5,task,27.493,3690.259803921569,421.73,6.51909989803903
google,G,1,2,6,task,28.8311,3678.782017543861,421.73,6.836388210466411
google,G,1,2,7,task,31.8669,3775.71577922078,421.73,7.556232660707088
google,G,1,2,8,task,45.6449,3782.822180200223,421.73,10.823251843596614
google,G,1,2,9,task,16.5295,3766.540909090909,421.73,3.919450833471652
google,G,1,2,10,task,23.3361,3849.877009803921,421.73,5.533421857586607
google,G,1,3,0,in,22.387,3665.6510119047616,416.2571,5.378166522565021
google,G,1,3,0,task,50.5883,3857.319875222816,416.2571,12.153138048576228
google,G,1,3,1,task,53.0475,3727.263193277312,416.2571,12.743926770258094
google,G,1,3,2,task,28.2469,3818.5988304093567,416.2571,6.785926294110059
google,G,1,3,3,task,64.8462,3787.0781284606846,416.2571,15.57840094499289
google,G,1,3,4,task,23.4343,3716.650833333332,416.2571,5.629765834624803
google,G,1,3,5,task,27.6195,3713.123529411765,416.2571,6.635202138293857
google,G,1,3,6,task,28.6954,3696.5787719298246,416.2571,6.893672204029673
google,G,1,3,7,task,31.7756,3800.5852813852816,416.2571,7.6336475702156195
google,G,1,3,8,task,45.626,3795.3389543937706,416.2571,10.961014238555931
google,G,1,3,9,task,16.6156,3800.3351515151526,416.2571,3.9916676496328836
google,G,1,3,10,task,23.3748,3866.0148284313727,416.2571,5.615471784144944
google,G,1,4,0,in,19.0014,3889.430219780219,410.817,4.625271106112941
google,G,1,4,0,task,50.6349,3902.0505793226384,410.817,12.325414965787687
google,G,1,4,1,task,52.9937,3760.834117647059,410.817,12.89958789436659
google,G,1,4,2,task,28.2168,3845.48298245614,410.817,6.868459679127202
google,G,1,4,3,task,64.9413,3818.139157354272,410.817,15.807841447651874
google,G,1,4,4,task,23.1794,3770.900294117646,410.817,5.642268942132385
google,G,1,4,5,task,27.3375,3759.413794289645,410.817,6.654422772183234
google,G,1,4,6,task,28.4341,3737.1574561403504,410.817,6.921354276965169
google,G,1,4,7,task,31.5509,3837.6587229437214,410.817,7.680037583644299
google,G,1,4,8,task,45.4378,3833.803188728216,410.817,11.060350472351436
google,G,1,4,9,task,16.1581,3837.388939393938,410.817,3.933162454328813
google,G,1,4,10,task,22.9311,3916.9317647058815,410.817,5.581828405348367
google,G,1,5,0,in,16.0219,4173.33106060606,405.9338,3.9469243507192546
google,G,1,5,0,task,50.4128,3948.052250445633,405.9338,12.418970777993849
google,G,1,5,1,task,52.9597,3796.384705882355,405.9338,13.04638835199237
google,G,1,5,2,task,28.035,3894.209649122807,405.9338,6.906298514683922
google,G,1,5,3,task,64.7488,3867.210409745293,405.9338,15.950581104603756
google,G,1,5,4,task,23.0522,3818.4900000000007,405.9338,5.678807726777125
google,G,1,5,5,task,27.1067,3816.7785517715865,405.9338,6.677615906830129
google,G,1,5,6,task,28.2057,3798.603508771929,405.9338,6.9483497062821575
google,G,1,5,7,task,31.3093,3901.963333333333,405.9338,7.71290786822876
google,G,1,5,8,task,45.1956,3887.551041898407,405.9338,11.133736584635228
google,G,1,5,9,task,16.0542,3911.637121212121,405.9338,3.954881313159929
google,G,1,5,10,task,22.8319,3979.735773809523,405.9338,5.62453779409352
google,G,1,6,0,in,14.1752,4489.788333333333,404.4099,3.505156525594453
google,G,1,6,0,task,50.3538,4015.731754032259,404.4099,12.45117886579928
google,G,1,6,1,task,52.947,3845.309146454036,404.4099,13.092409458818889
google,G,1,6,2,task,28.0663,3976.7173374612994,404.4099,6.940062545452028
google,G,1,6,3,task,64.7378,3925.5863798854766,404.4099,16.007966174913125
google,G,1,6,4,task,23.0254,3885.386011904762,404.4099,5.693579707123886
google,G,1,6,5,task,27.1704,3871.582219642244,404.4099,6.718529887621445
google,G,1,6,6,task,28.2516,3857.837272101824,404.4099,6.985882393086816
google,G,1,6,7,task,31.4302,3960.05388471178,404.4099,7.7718671080999755
google,G,1,6,8,task,45.197,3936.81405809512,404.4099,11.176036986235996
google,G,1,6,9,task,16.1476,3973.237575757576,404.4099,3.9928795017134844
google,G,1,6,10,task,22.9076,4045.180941876752,404.4099,5.6644508455406255
google,G,1,7,0,in,12.6859,4956.555158730159,402.2792,3.1535063209830385
google,G,1,7,0,task,50.2898,4125.972076612904,402.2792,12.501218059496985
google,G,1,7,1,task,52.9329,3941.9393939393935,402.2792,13.15824929551416
google,G,1,7,2,task,28.0309,4067.7477124183,402.2792,6.968021215116267
google,G,1,7,3,task,64.707,4015.917073170732,402.2792,16.08509711662944
google,G,1,7,4,task,22.9669,4004.7714285714296,402.2792,5.709194012516679
google,G,1,7,5,task,27.0718,3988.40420751634,402.2792,6.729604712349035
google,G,1,7,6,task,28.1493,3972.307843137256,402.2792,6.997453509900586
google,G,1,7,7,task,31.2984,4060.8744736842114,402.2792,7.780268032749395
google,G,1,7,8,task,45.2277,4036.474708082466,402.2792,11.242863165681943
google,G,1,7,9,task,16.0756,4091.059595959596,402.2792,3.9961300509695756
google,G,1,7,10,task,22.843,4162.218205128205,402.2792,5.678394508092887
google,G,2,0,0,in,54.634,3311.6667131397994,366.5641,14.904350971630883
google,G,2,0,0,task,39.9197,4065.9617307692297,366.5641,10.890237205443741
google,G,2,0,1,task,41.2439,3935.6376980057,366.5641,11.251483710488833
google,G,2,0,2,task,22.905,3991.784546703298,366.5641,6.248566076165124
google,G,2,0,3,task,51.2278,4001.3651791875104,366.5641,13.975127406093504
google,G,2,0,4,task,19.0505,3871.417915417917,366.5641,5.197044664221073
google,G,2,0,5,task,21.8798,3881.496080586081,366.5641,5.968887842535589
google,G,2,0,6,task,22.8162,3853.269217032968,366.5641,6.224341117965452
google,G,2,0,7,task,25.1356,3999.7380147058807,366.5641,6.857081749140191
google,G,2,0,8,task,35.6539,4015.96792301901,366.5641,9.726511679676216
google,G,2,0,9,task,13.3693,3926.27992063492,366.5641,3.6471929466087927
google,G,2,0,10,task,18.7284,4046.6775961538456,366.5641,5.1091746300306005
google,G,2,1,0,in,37.1014,3420.253914361001,344.371,10.773671418325003
google,G,2,1,0,task,39.3863,4091.549499999997,344.371,11.437170958065575
google,G,2,1,1,task,40.889,3941.834615384616,344.371,11.873531743381413
google,G,2,1,2,task,22.4165,4009.813516483515,344.371,6.509404101971421
google,G,2,1,3,task,50.8092,4007.056326368524,344.371,14.754204041571445
google,G,2,1,4,task,18.5914,3892.364102564103,344.371,5.39865435823574
google,G,2,1,5,task,21.3473,3913.633516483514,344.371,6.198924996587983
google,G,2,1,6,task,22.4337,3871.111391941392,344.371,6.514398715338982
google,G,2,1,7,task,24.7504,4012.999656862744,344.371,7.1871324821195754
google,G,2,1,8,task,35.3267,4030.0148880105407,344.371,10.258326049522173
google,G,2,1,9,task,13.0527,3980.3358730158734,344.371,3.7903017385319906
google,G,2,1,10,task,18.2664,4101.395571095571,344.371,5.304279396348706
google,G,2,2,0,in,27.3883,3568.88750644995,333.8725,8.20322128956413
google,G,2,2,0,task,39.1247,4115.402500000001,333.8725,11.718455398393099
google,G,2,2,1,task,40.7363,3951.9901538461536,333.8725,12.201154632382123
google,G,2,2,2,task,22.2927,4017.622857142858,333.8725,6.677009936427828
google,G,2,2,3,task,50.5802,4020.103125,333.8725,15.149555593826985
google,G,2,2,4,task,18.5924,3911.951689976691,333.8725,5.568712607357599
google,G,2,2,5,task,21.3975,3914.7549450549454,333.8725,6.408883630727299
google,G,2,2,6,task,22.3244,3884.33663003663,333.8725,6.68650457884372
google,G,2,2,7,task,24.6336,4020.996176470589,333.8725,7.3781458490890985
google,G,2,2,8,task,35.2548,4045.612092979484,333.8725,10.55936023482018
google,G,2,2,9,task,13.1554,3975.5864285714288,333.8725,3.9402466510419396
google,G,2,2,10,task,18.3922,4077.649067599069,333.8725,5.508749597526001
google,G,2,3,0,in,22.3122,3712.8586813186807,326.3176,6.837571739924539
google,G,2,3,0,task,39.0428,4138.293333333334,326.3176,11.964662647678212
google,G,2,3,1,task,40.6332,3970.3204615384634,326.3176,12.452040588678024
google,G,2,3,2,task,22.1158,4054.883772893773,326.3176,6.777384977089803
google,G,2,3,3,task,50.389,4030.235813172043,326.3176,15.441704646025833
google,G,2,3,4,task,18.3071,3948.872727272729,326.3176,5.610209194968337
google,G,2,3,5,task,21.2207,3936.114652014653,326.3176,6.50308166032111
google,G,2,3,6,task,22.2021,3915.54501831502,326.3176,6.803831604547226
google,G,2,3,7,task,24.3507,4068.892321428571,326.3176,7.462269886760628
google,G,2,3,8,task,34.9639,4063.474825898737,326.3176,10.714684099172095
google,G,2,3,9,task,12.791,4010.643650793651,326.3176,3.9198008320728026
google,G,2,3,10,task,17.9891,4126.036946386947,326.3176,5.512758122761383
google,G,2,4,0,in,18.8357,3942.193613053614,324.4117,5.806109952261278
google,G,2,4,0,task,38.9903,4189.99047826087,324.4117,12.018771209546388
google,G,2,4,1,task,40.6174,3993.807551282051,324.4117,12.520325253374033
google,G,2,4,2,task,22.0712,4091.816483516481,324.4117,6.803453759528402
google,G,2,4,3,task,50.3746,4073.827520161291,324.4117,15.527984964783947
google,G,2,4,4,task,18.5225,3966.2645687645686,324.4117,5.709565962016783
google,G,2,4,5,task,21.3127,3971.8445054945055,324.4117,6.56964591597652
google,G,2,4,6,task,22.3246,3943.7892307692314,324.4117,6.881564382542307
google,G,2,4,7,task,24.5774,4073.8367857142857,324.4117,7.575990631657244
google,G,2,4,8,task,35.2539,4078.374402409184,324.4117,10.867024832951463
google,G,2,4,9,task,13.1182,4026.784126984128,324.4117,4.043688929838227
google,G,2,4,10,task,18.4132,4204.236363636364,324.4117,5.675874205523414
google,G,2,5,0,in,15.9834,4224.252626262626,319.2696,5.006239241067736
google,G,2,5,0,task,38.8716,4242.7830289855065,319.2696,12.17516481368724
google,G,2,5,1,task,40.5934,4044.754615384615,319.2696,12.714458250957811
google,G,2,5,2,task,22.0563,4138.72391941392,319.2696,6.90836208646235
google,G,2,5,3,task,50.3925,4111.629334677421,319.2696,15.783682505318389
google,G,2,5,4,task,18.3042,4033.632575757576,319.2696,5.733148411248675
google,G,2,5,5,task,21.1037,4045.468589743589,319.2696,6.609993560301388
google,G,2,5,6,task,22.1313,4016.3828205128193,319.2696,6.931853204940275
google,G,2,5,7,task,24.2735,4152.636011904761,319.2696,7.602822191652446
google,G,2,5,8,task,34.8917,4147.679437229437,319.2696,10.928600781283277
google,G,2,5,9,task,12.7893,4102.673015873015,319.2696,4.00579948732983
google,G,2,5,10,task,17.8787,4247.924417249416,319.2696,5.599875465750575
google,G,2,6,0,in,14.1354,4560.535,316.6346,4.464262591643491
google,G,2,6,0,task,38.7952,4318.364804347828,316.6346,12.252356501784709
google,G,2,6,1,task,40.564,4098.190307692308,316.6346,12.810981490967825
google,G,2,6,2,task,22.0016,4216.869816849816,316.6346,6.948577319092735
google,G,2,6,3,task,50.2944,4169.035181451613,316.6346,15.884050574384482
google,G,2,6,4,task,18.2027,4089.913333333333,316.6346,5.74880319459718
google,G,2,6,5,task,21.0827,4117.143040293041,316.6346,6.658368984311886
google,G,2,6,6,task,22.0311,4070.79391941392,316.6346,6.957894052008213
google,G,2,6,7,task,24.1765,4234.710297619047,316.6346,7.635457401054718
google,G,2,6,8,task,34.8638,4215.130820628648,316.6346,11.010736034533181
google,G,2,6,9,task,12.6743,4187.023412698413,316.6346,4.002815864090659
google,G,2,6,10,task,17.8129,4335.221853146853,316.6346,5.6256959915309315
google,G,2,7,0,in,12.676,5007.443253968254,314.2682,4.033497503088127
google,G,2,7,0,task,38.7339,4440.463630434783,314.2682,12.325109572015242
google,G,2,7,1,task,40.5229,4187.758269230768,314.2682,12.894368567993835
google,G,2,7,2,task,21.931,4333.513516483519,314.2682,6.978434343659334
google,G,2,7,3,task,50.2455,4280.030961021506,314.2682,15.988095518413893
google,G,2,7,4,task,18.1474,4221.181515151517,314.2682,5.774494524103934
google,G,2,7,5,task,20.9806,4225.319963369962,314.2682,6.676017490792896
google,G,2,7,6,task,21.9747,4188.126630036628,314.2682,6.992339664019459
google,G,2,7,7,task,24.11,4333.995059523812,314.2682,7.67179116436216
google,G,2,7,8,task,34.6393,4335.844155844157,314.2682,11.02220969223103
google,G,2,7,9,task,12.6164,4328.64623015873,314.2682,4.0145328098738595
google,G,2,7,10,task,17.6905,4439.960536130537,314.2682,5.629109149446237
google,G,3,0,0,in,54.7101,3400.330513164889,280.1022,19.532192178426303
google,G,3,0,0,task,27.9529,4697.001633986929,280.1022,9.97953604077369
google,G,3,0,1,task,29.0153,4508.187358101137,280.1022,10.358826171304617
google,G,3,0,2,task,16.9317,4488.781515151515,280.1022,6.044829351572391
google,G,3,0,3,task,36.2406,4600.4329380764175,280.1022,12.938348931211538
google,G,3,0,4,task,14.1824,4270.773055555557,280.1022,5.063294754557444
google,G,3,0,5,task,16.1524,4323.260252525253,280.1022,5.766609473256548
google,G,3,0,6,task,16.8998,4295.440252525252,280.1022,6.033440651305131
google,G,3,0,7,task,18.2351,4509.577354312354,280.1022,6.5101595060660005
google,G,3,0,8,task,25.5215,4597.029044117647,280.1022,9.11149573262902
google,G,3,0,9,task,10.2065,4319.517380952382,280.1022,3.6438485667017253
google,G,3,0,10,task,14.0539,4522.731792929292,280.1022,5.017418642195599
google,G,3,1,0,in,37.0719,3508.9975658761523,256.2138,14.46912695569091
google,G,3,1,0,task,27.3474,4749.385375816992,256.2138,10.67366394784356
google,G,3,1,1,task,28.6976,4533.775816993462,256.2138,11.20064571073065
google,G,3,1,2,task,16.2016,4542.149999999999,256.2138,6.323468915413612
google,G,3,1,3,task,35.5397,4632.01085074346,256.2138,13.87111076764796
google,G,3,1,4,task,13.6129,4334.294722222223,256.2138,5.313101792331248
google,G,3,1,5,task,15.6039,4357.882727272728,256.2138,6.090187179613276
google,G,3,1,6,task,16.3043,4327.305656565657,256.2138,6.363552626751565
google,G,3,1,7,task,17.6196,4527.10303030303,256.2138,6.876912953166457
google,G,3,1,8,task,25.1733,4610.106004901961,256.2138,9.825114806462416
google,G,3,1,9,task,9.6637,4364.702380952381,256.2138,3.7717328262568217
google,G,3,1,10,task,13.3779,4607.807752525252,256.2138,5.2213815180915315
google,G,3,2,0,in,27.4976,3671.491425868594,246.7244,11.145067127531771
google,G,3,2,0,task,27.1485,4769.431331699343,246.7244,11.003573217727958
google,G,3,2,1,task,28.4895,4543.175816993465,246.7244,11.54709465298122
google,G,3,2,2,task,15.8986,4585.964646464647,246.7244,6.443870164442593
google,G,3,2,3,task,35.4722,4650.389478637304,246.7244,14.377256566436072
google,G,3,2,4,task,13.5292,4331.538888888888,246.7244,5.48352736899958
google,G,3,2,5,task,15.5946,4379.402222222222,246.7244,6.32065576003022
google,G,3,2,6,task,16.5019,4335.285353535353,246.7244,6.6883940137254365
google,G,3,2,7,task,17.6892,4557.4593939393935,246.7244,7.1696192188531
google,G,3,2,8,task,25.3879,4646.35088235294,246.7244,10.289983479542355
google,G,3,2,9,task,9.8062,4365.379523809524,246.7244,3.9745562254888447
google,G,3,2,10,task,13.709,4603.474722222223,246.7244,5.556402204240845
google,G,3,3,0,in,22.2318,3823.1907692307686,239.3704,9.287614508727897
google,G,3,3,0,task,26.9302,4819.358455882353,239.3704,11.25043029547513
google,G,3,3,1,task,28.4162,4548.922549019608,239.3704,11.871225514934178
google,G,3,3,2,task,15.7557,4615.731616161616,239.3704,6.582142152914479
google,G,3,3,3,task,35.1047,4688.539177489176,239.3704,14.665430646395713
google,G,3,3,4,task,13.2685,4372.293849206348,239.3704,5.543083021125419
google,G,3,3,5,task,15.3722,4429.350101010101,239.3704,6.421930196883157
google,G,3,3,6,task,16.203,4366.689292929293,239.3704,6.769007362648013
google,G,3,3,7,task,17.5621,4591.642424242424,239.3704,7.336788508520686
google,G,3,3,8,task,25.177,4659.51431372549,239.3704,10.518008910040674
google,G,3,3,9,task,9.714,4457.063809523809,239.3704,4.058145869330544
google,G,3,3,10,task,13.635,4669.584166666665,239.3704,5.696193013004114
google,G,3,4,0,in,18.7517,4058.893006993005,233.5509,8.028956428769916
google,G,3,4,0,task,26.8248,4866.4,233.5509,11.485633324470168
google,G,3,4,1,task,28.3029,4595.4316993464045,233.5509,12.11851463642401
google,G,3,4,2,task,15.6234,4667.895151515151,233.5509,6.68950537120602
google,G,3,4,3,task,35.0567,4728.522943722942,233.5509,15.0103039637184
google,G,3,4,4,task,13.074,4449.224801587302,233.5509,5.597923193616467
google,G,3,4,5,task,15.1344,4488.571111111113,233.5509,6.480129170985853
google,G,3,4,6,task,15.9838,4436.052828282827,233.5509,6.843818627973603
google,G,3,4,7,task,17.3333,4657.744393939394,233.5509,7.421636996474859
google,G,3,4,8,task,24.8777,4690.740171568627,233.5509,10.65193925606795
google,G,3,4,9,task,9.4307,4463.89857142857,233.5509,4.037963458929081
google,G,3,4,10,task,13.1575,4750.846111111112,233.5509,5.633675571363673
google,G,3,5,0,in,15.9738,4379.2157575757565,230.5187,6.929502899330944
google,G,3,5,0,task,26.7357,4942.219485294118,230.5187,11.598061241886235
google,G,3,5,1,task,28.2998,4644.367973856208,230.5187,12.276574525190364
google,G,3,5,2,task,15.6175,4732.321515151515,230.5187,6.774938432326747
google,G,3,5,3,task,35.0574,4780.815480895914,230.5187,15.20805036641279
google,G,3,5,4,task,13.0489,4537.3563492063495,230.5187,5.66066874401079
google,G,3,5,5,task,15.1375,4528.686666666667,230.5187,6.5667123751782395
google,G,3,5,6,task,16.0218,4479.338080808081,230.5187,6.950325505045794
google,G,3,5,7,task,17.2814,4712.438787878787,230.5187,7.496745383346341
google,G,3,5,8,task,24.8401,4780.924975490197,230.5187,10.775741837863913
google,G,3,5,9,task,9.3922,4579.443809523808,230.5187,4.074376612396305
google,G,3,5,10,task,13.1126,4794.450000000001,230.5187,5.6883020770115404
google,G,3,6,0,in,14.1139,4699.154722222224,227.5457,6.202666101798451
google,G,3,6,0,task,26.6661,5040.049264705884,227.5457,11.719008533230907
google,G,3,6,1,task,28.2699,4706.830065359477,227.5457,12.423833981481522
google,G,3,6,2,task,15.6266,4810.786464646464,227.5457,6.867455636384251
google,G,3,6,3,task,34.8784,4875.406493506495,227.5457,15.328085742776064
google,G,3,6,4,task,12.9877,4584.872420634921,227.5457,5.707732556580942
google,G,3,6,5,task,15.0164,4652.886666666665,227.5457,6.599289725096981
google,G,3,6,6,task,15.8677,4573.859494949495,227.5457,6.9734123738659965
google,G,3,6,7,task,17.1506,4791.894090909089,227.5457,7.53721120636426
google,G,3,6,8,task,24.7362,4872.564583333334,227.5457,10.870871214002285
google,G,3,6,9,task,9.2221,4692.165714285715,227.5457,4.052856195480731
google,G,3,6,10,task,13.0101,4896.493055555555,227.5457,5.717576732937603
google,G,3,7,0,in,12.6317,5176.078571428571,225.0893,5.611861603372528
google,G,3,7,0,task,26.6473,5162.248897058824,225.0893,11.838545857133147
google,G,3,7,1,task,28.2468,4808.908496732026,225.0893,12.549152714056156
google,G,3,7,2,task,15.5138,4928.945555555556,225.0893,6.892286750192035
google,G,3,7,3,task,34.8283,4975.230350084696,225.0893,15.473103341651512
google,G,3,7,4,task,12.8168,4737.902976190476,225.0893,5.694095632266838
google,G,3,7,5,task,14.9332,4759.486666666669,225.0893,6.634344680089191
google,G,3,7,6,task,15.7577,4731.603838383839,225.0893,7.000643744504958
google,G,3,7,7,task,17.0317,4925.840000000002,225.0893,7.566641328574926
google,G,3,7,8,task,24.6614,4947.916428571429,225.0893,10.95627379888782
google,G,3,7,9,task,9.1668,4861.275238095239,225.0893,4.072516996587576
google,G,3,7,10,task,12.8538,5121.513055555555,225.0893,5.710533552683312
google,G,4,0,0,in,54.6384,3594.51515282748,236.6285,23.090371616267692
google,G,4,0,0,task,22.5677,5665.434835164838,236.6285,9.537185926462788
google,G,4,0,1,task,23.054,5435.662380952381,236.6285,9.74269794213292
google,G,4,0,2,task,13.8768,5265.8452777777775,236.6285,5.864382354619161
google,G,4,0,3,task,28.95,5595.339714482282,236.6285,12.234367373329924
google,G,4,0,4,task,11.566,4954.493650793652,236.6285,4.887830502242967
google,G,4,0,5,task,13.0621,5065.687142857142,236.6285,5.5200873943755715
google,G,4,0,6,task,13.644,5036.807222222223,236.6285,5.766000291596321
google,G,4,0,7,task,14.6342,5304.663383838384,236.6285,6.18446214213419
google,G,4,0,8,task,20.6368,5488.105695970695,236.6285,8.721181091880311
google,G,4,0,9,task,8.539,5050.748095238096,236.6285,3.6086101209279517
google,G,4,0,10,task,11.4595,5363.419166666668,236.6285,4.842823244030199
google,G,4,1,0,in,37.0275,3715.3857569169945,216.34480000000002,17.115040435453036
google,G,4,1,0,task,22.0486,5723.609340659343,216.34480000000002,10.191416664509616
google,G,4,1,1,task,22.6853,5440.5271428571405,216.34480000000002,10.48571539505456
google,G,4,1,2,task,13.2064,5354.480158730161,216.34480000000002,6.1043297550946445
google,G,4,1,3,task,28.325,5631.612263501895,216.34480000000002,13.092526374565045
google,G,4,1,4,task,11.3904,4973.725000000001,216.34480000000002,5.264928946755363
google,G,4,1,5,task,12.9502,5048.857539682539,216.34480000000002,5.985907680702287
google,G,4,1,6,task,13.6397,5033.752817460316,216.34480000000002,6.304611897304673
google,G,4,1,7,task,14.4535,5338.29611111111,216.34480000000002,6.680770695667286
google,G,4,1,8,task,20.5819,5459.795604395604,216.34480000000002,9.513471088743524
google,G,4,1,9,task,8.6218,5029.987619047619,216.34480000000002,3.985212494129741
google,G,4,1,10,task,11.4145,5321.632341269841,216.34480000000002,5.276068572020219
google,G,4,2,0,in,27.4582,3882.896200980393,202.7823,13.540728160199386
google,G,4,2,0,task,21.8128,5760.118131868129,202.7823,10.75675736984934
google,G,4,2,1,task,22.5548,5473.842344322345,202.7823,11.122667017782124
google,G,4,2,2,task,12.7215,5483.836111111112,202.7823,6.2734765312357155
google,G,4,2,3,task,27.9952,5674.953594771242,202.7823,13.805544172247775
google,G,4,2,4,task,10.9439,5042.713095238095,202.7823,5.396871423196206
google,G,4,2,5,task,12.5021,5122.706547619048,202.7823,6.165281683855051
google,G,4,2,6,task,13.0934,5049.382936507936,202.7823,6.4568751809206235
google,G,4,2,7,task,14.1656,5434.389166666665,202.7823,6.985619553580366
